gene ID,gene name,Subject sequence ID,% of identical matches,Alignment length,Mistmatches,Gap openings,Start of alignment query,End of alignment query,Start of alignment subject ,End of alignment subject,E-value,Bit score,Protein annotations
gene3585,ncf2,sp|P19878|NCF2_HUMAN,78.26,46,10,0,4159,4296,238,283,1.00E-14,79.3,Neutrophil cytosol factor 2 OS=Homo sapiens GN=NCF2 PE=1 SV=2
gene3586,dph2,sp|Q9BQC3|DPH2_HUMAN,36.1,241,125,7,1610,2287,164,390,5.00E-42,124,Diphthamide biosynthesis protein 2 OS=Homo sapiens GN=DPH2 PE=1 SV=1
gene3587,LOC106914559,sp|O00370|LORF2_HUMAN,27.1,690,479,15,5718,7730,191,875,1.00E-56,219,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene3588,LOC106914560,sp|Q6ZS82|R9BP_HUMAN,39.75,161,88,3,3114,3593,12,164,2.00E-22,97.8,Regulator of G-protein signaling 9-binding protein OS=Homo sapiens GN=RGS9BP PE=2 SV=1
gene3589,LOC106914561,sp|O95235|KI20A_HUMAN,52.24,134,34,2,2451,2852,404,507,2.00E-31,134,Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1
gene359,stoml3,sp|P27105|STOM_HUMAN,71.01,69,20,0,10256,10462,107,175,2.00E-28,83.6,Erythrocyte band 7 integral membrane protein OS=Homo sapiens GN=STOM PE=1 SV=3
gene3590,rps20,sp|P60866|RS20_HUMAN,68,125,0,1,968,1342,35,119,6.00E-46,155,40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1
gene3591,anks6,sp|Q68DC2|ANKS6_HUMAN,53.04,115,24,1,4770,5114,287,371,2.00E-27,122,Ankyrin repeat and SAM domain-containing protein 6 OS=Homo sapiens GN=ANKS6 PE=1 SV=2
gene3592,ahrr,sp|A9YTQ3|AHRR_HUMAN,80.3,66,13,0,2156,2353,20,85,2.00E-22,108,Aryl hydrocarbon receptor repressor OS=Homo sapiens GN=AHRR PE=1 SV=3
gene3593,pigm,sp|Q9H3S5|PIGM_HUMAN,66.07,56,19,0,4577,4744,368,423,2.00E-16,84,GPI mannosyltransferase 1 OS=Homo sapiens GN=PIGM PE=1 SV=1
gene3594,LOC106914567,sp|P35237|SPB6_HUMAN,62.3,61,23,0,7003,7185,244,304,2.00E-39,83.6,Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3
gene3595,LOC106914569,sp|P48595|SPB10_HUMAN,50,70,35,0,5498,5707,262,331,5.00E-13,73.6,Serpin B10 OS=Homo sapiens GN=SERPINB10 PE=1 SV=1
gene3596,LOC106914568,sp|P30740|ILEU_HUMAN,60,55,22,0,979,1143,2,56,3.00E-22,64.7,Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1
gene3597,LOC106914550,sp|P35237|SPB6_HUMAN,25.81,217,69,3,288,938,67,191,3.00E-50,79,Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3
gene3598,LOC106914547,sp|P13489|RINI_HUMAN,47.46,59,30,1,598,774,147,204,9.00E-07,53.1,Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2
gene3599,snx16,sp|P57768|SNX16_HUMAN,90,50,5,0,4150,4299,154,203,7.00E-23,102,Sorting nexin-16 OS=Homo sapiens GN=SNX16 PE=1 SV=2
gene360,LOC106914511,sp|Q5JR59|MTUS2_HUMAN,39.09,220,52,3,4787,5446,1134,1271,9.00E-26,117,Microtubule-associated tumor suppressor candidate 2 OS=Homo sapiens GN=MTUS2 PE=1 SV=3
gene3601,wwp1,sp|Q9H0M0|WWP1_HUMAN,56.05,223,12,2,20928,21596,583,719,7.00E-61,229,NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Homo sapiens GN=WWP1 PE=1 SV=1
gene3602,rmdn1,sp|Q96DB5|RMD1_HUMAN,65.22,46,16,0,2968,3105,254,299,4.00E-12,68.6,Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1
gene3603,LOC106914574,sp|O75131|CPNE3_HUMAN,37.74,265,53,3,1966,2760,1,153,3.00E-52,158,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1
gene3604,LOC106914575,sp|O75131|CPNE3_HUMAN,83.33,84,14,0,12545,12796,419,502,3.00E-35,144,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1
gene3605,LOC106914577,sp|O75131|CPNE3_HUMAN,86.08,79,11,0,8479,8715,419,497,2.00E-33,138,Copine-3 OS=Homo sapiens GN=CPNE3 PE=1 SV=1
gene3606,idi1,sp|Q13907|IDI1_HUMAN,58.62,116,21,1,1907,2254,79,167,3.00E-36,137,Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens GN=IDI1 PE=1 SV=2
gene3607,LOC106914579,sp|Q9Y2I8|WDR37_HUMAN,72.97,74,20,0,17167,17388,302,375,2.00E-24,112,WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37 PE=1 SV=2
gene3608,LOC106914549,sp|Q9Y2I8|WDR37_HUMAN,86.36,44,6,0,1450,1581,451,494,5.00E-34,92,WD repeat-containing protein 37 OS=Homo sapiens GN=WDR37 PE=1 SV=2
gene3609,adarb2,sp|Q9NS39|RED2_HUMAN,63.76,298,88,4,1051,1938,64,343,2.00E-99,341,Double-stranded RNA-specific editase B2 OS=Homo sapiens GN=ADARB2 PE=1 SV=1
gene361,LOC106914499,sp|Q5JR59|MTUS2_HUMAN,39.09,220,52,3,3198,3857,1134,1271,7.00E-26,117,Microtubule-associated tumor suppressor candidate 2 OS=Homo sapiens GN=MTUS2 PE=1 SV=3
gene362,LOC106914463,sp|Q5JR59|MTUS2_HUMAN,27.74,310,124,10,11619,12470,586,821,1.00E-12,75.1,Microtubule-associated tumor suppressor candidate 2 OS=Homo sapiens GN=MTUS2 PE=1 SV=3
gene3621,LOC106914595,sp|Q14966|ZN638_HUMAN,33.12,157,76,3,2273,2743,131,258,2.00E-12,73.9,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3622,LOC106914594,sp|Q14966|ZN638_HUMAN,39.64,111,43,3,10198,10530,131,217,5.00E-09,64.3,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3624,LOC106914598,sp|Q86T03|TM55B_HUMAN,78.38,37,6,1,5276,5386,148,182,7.00E-20,58.5,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Homo sapiens GN=TMEM55B PE=1 SV=1"
gene3625,LOC106914599,sp|Q14966|ZN638_HUMAN,46,50,27,0,3267,3416,140,189,5.00E-05,51.6,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3627,LOC106914600,sp|Q14966|ZN638_HUMAN,47.92,48,25,0,4992,5135,140,187,5.00E-05,52,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3628,LOC106914603,sp|Q14966|ZN638_HUMAN,57.58,33,14,0,2411,2509,407,439,1.00E-04,49.7,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3629,LOC106914602,sp|Q14966|ZN638_HUMAN,28.81,177,92,3,3705,4190,132,289,2.00E-06,55.5,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene363,LOC106914519,sp|P30825|CTR1_HUMAN,67.36,193,33,2,6410,6985,6,169,7.00E-58,214,High affinity cationic amino acid transporter 1 OS=Homo sapiens GN=SLC7A1 PE=1 SV=1
gene3630,LOC106914583,sp|Q14966|ZN638_HUMAN,49.06,53,27,0,1816,1974,132,184,7.00E-07,57.4,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3631,LOC106914606,sp|Q14966|ZN638_HUMAN,35.66,129,78,1,5916,6302,120,243,2.00E-12,73.6,Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2
gene3632,dysf,sp|O75923|DYSF_HUMAN,78.69,61,13,0,37108,37290,1174,1234,5.00E-40,107,Dysferlin OS=Homo sapiens GN=DYSF PE=1 SV=1
gene3635,LOC106914612,sp|P02751|FINC_HUMAN,43.57,140,49,2,1563,1964,229,344,8.00E-63,108,Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4
gene3636,atic,sp|P31939|PUR9_HUMAN,80.65,62,12,0,5275,5460,440,501,6.00E-48,116,Bifunctional purine biosynthesis protein PURH OS=Homo sapiens GN=ATIC PE=1 SV=3
gene3637,LOC106914610,sp|P50219|MNX1_HUMAN,92.45,53,4,0,1948,2106,234,286,3.00E-23,103,Motor neuron and pancreas homeobox protein 1 OS=Homo sapiens GN=MNX1 PE=1 SV=3
gene3638,stk16,sp|O75716|STK16_HUMAN,51.97,152,45,1,917,1372,29,152,6.00E-43,159,Serine/threonine-protein kinase 16 OS=Homo sapiens GN=STK16 PE=1 SV=4
gene3639,pcnp,sp|Q8WW12|PCNP_HUMAN,77.14,35,8,0,2246,2350,135,169,3.00E-11,63.5,PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2
gene364,LOC106914534,sp|Q04446|GLGB_HUMAN,58.89,90,30,1,20,289,536,618,3.00E-21,103,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens GN=GBE1 PE=1 SV=3"
gene3641,LOC106914618,sp|P14778|IL1R1_HUMAN,23.77,122,76,4,4877,5203,436,553,2.00E-09,46.2,Interleukin-1 receptor type 1 OS=Homo sapiens GN=IL1R1 PE=1 SV=1
gene3642,LOC106914619,sp|O95256|I18RA_HUMAN,27.78,108,67,4,4651,4956,459,561,4.00E-09,43.1,Interleukin-18 receptor accessory protein OS=Homo sapiens GN=IL18RAP PE=1 SV=1
gene3644,ccdc81,sp|Q6ZN84|CCD81_HUMAN,36.27,102,60,1,2598,2903,79,175,5.00E-13,75.5,Coiled-coil domain-containing protein 81 OS=Homo sapiens GN=CCDC81 PE=2 SV=2
gene3645,prss23,sp|O95084|PRS23_HUMAN,63.98,372,114,3,5197,6312,32,383,2.00E-150,473,Serine protease 23 OS=Homo sapiens GN=PRSS23 PE=1 SV=1
gene3646,tmem39a,sp|Q9NV64|TM39A_HUMAN,51.67,300,61,5,9008,9898,193,411,3.00E-77,266,Transmembrane protein 39A OS=Homo sapiens GN=TMEM39A PE=2 SV=1
gene3647,LOC106914625,sp|Q86SU0|ILDR1_HUMAN,59.32,59,22,1,3126,3296,68,126,1.00E-14,79.7,Immunoglobulin-like domain-containing receptor 1 OS=Homo sapiens GN=ILDR1 PE=1 SV=2
gene3648,LOC106914626,sp|Q86SU0|ILDR1_HUMAN,52.31,65,29,1,1334,1522,12,76,4.00E-13,75.5,Immunoglobulin-like domain-containing receptor 1 OS=Homo sapiens GN=ILDR1 PE=1 SV=2
gene3649,LOC106914623,sp|Q71H61|ILDR2_HUMAN,41.18,119,58,1,2331,2687,20,126,3.00E-18,92.8,Immunoglobulin-like domain-containing receptor 2 OS=Homo sapiens GN=ILDR2 PE=2 SV=1
gene365,LOC106914548,sp|O75792|RNH2A_HUMAN,39.02,123,31,2,1219,1587,176,254,6.00E-18,85.1,Ribonuclease H2 subunit A OS=Homo sapiens GN=RNASEH2A PE=1 SV=2
gene3650,LOC106914627,sp|Q99795|GPA33_HUMAN,53.19,47,22,0,1612,1752,136,182,5.00E-08,56.6,Cell surface A33 antigen OS=Homo sapiens GN=GPA33 PE=1 SV=1
gene3651,LOC106914628,sp|Q99795|GPA33_HUMAN,53.19,47,22,0,1307,1447,136,182,2.00E-08,57.4,Cell surface A33 antigen OS=Homo sapiens GN=GPA33 PE=1 SV=1
gene3652,LOC106914629,sp|Q99795|GPA33_HUMAN,54.05,37,17,0,2480,2590,193,229,6.00E-04,43.1,Cell surface A33 antigen OS=Homo sapiens GN=GPA33 PE=1 SV=1
gene3653,grpr,sp|P30550|GRPR_HUMAN,61.86,118,45,0,2853,3206,138,255,1.00E-45,170,Gastrin-releasing peptide receptor OS=Homo sapiens GN=GRPR PE=2 SV=1
gene3654,figf,sp|O43915|VEGFD_HUMAN,60.98,41,16,0,2168,2290,101,141,2.00E-16,59.7,Vascular endothelial growth factor D OS=Homo sapiens GN=FIGF PE=1 SV=1
gene3656,pir,sp|O00625|PIR_HUMAN,75.68,74,18,0,8856,9077,91,164,5.00E-28,117,Pirin OS=Homo sapiens GN=PIR PE=1 SV=1
gene3659,ace2,sp|Q9BYF1|ACE2_HUMAN,75,76,19,0,4484,4711,357,432,1.00E-27,122,Angiotensin-converting enzyme 2 OS=Homo sapiens GN=ACE2 PE=1 SV=2
gene366,LOC106914588,sp|Q9Y2H9|MAST1_HUMAN,69.19,185,34,4,69537,70079,1174,1339,1.00E-49,199,Microtubule-associated serine/threonine-protein kinase 1 OS=Homo sapiens GN=MAST1 PE=1 SV=2
gene3660,nhs,sp|Q6T4R5|NHS_HUMAN,39.66,643,306,20,51196,53088,571,1143,5.00E-56,219,Nance-Horan syndrome protein OS=Homo sapiens GN=NHS PE=1 SV=2
gene3661,LOC106914642,sp|Q9UQR0|SCML2_HUMAN,78.31,83,18,0,7608,7856,54,136,9.00E-35,145,Sex comb on midleg-like protein 2 OS=Homo sapiens GN=SCML2 PE=1 SV=1
gene3662,LOC106914639,sp|O76039|CDKL5_HUMAN,37.1,248,93,10,31165,31893,362,551,3.00E-18,95.1,Cyclin-dependent kinase-like 5 OS=Homo sapiens GN=CDKL5 PE=1 SV=1
gene3663,LOC106914648,sp|O14829|PPE1_HUMAN,65.71,70,24,0,4105,4314,355,424,5.00E-35,106,Serine/threonine-protein phosphatase with EF-hands 1 OS=Homo sapiens GN=PPEF1 PE=1 SV=1
gene3664,LOC106914645,sp|O15537|XLRS1_HUMAN,74.07,81,21,0,3497,3739,110,190,1.00E-33,130,Retinoschisin OS=Homo sapiens GN=RS1 PE=1 SV=2
gene3666,ppef1,sp|O14829|PPE1_HUMAN,65.71,70,24,0,8245,8454,355,424,3.00E-35,106,Serine/threonine-protein phosphatase with EF-hands 1 OS=Homo sapiens GN=PPEF1 PE=1 SV=1
gene3667,LOC106914643,sp|P35556|FBN2_HUMAN,34.04,141,60,6,3746,4108,2614,2741,5.00E-10,65.1,Fibrillin-2 OS=Homo sapiens GN=FBN2 PE=1 SV=3
gene3668,LOC106914638,sp|P46019|KPB2_HUMAN,75.51,49,12,0,11683,11829,886,934,1.00E-47,76.3,"Phosphorylase b kinase regulatory subunit alpha, liver isoform OS=Homo sapiens GN=PHKA2 PE=1 SV=1"
gene3669,ap1s2,sp|P56377|AP1S2_HUMAN,53.41,88,33,3,1131,1373,19,105,4.00E-39,90.9,AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1
gene367,atg4d,sp|Q86TL0|ATG4D_HUMAN,53.57,84,32,2,3162,3407,179,257,3.00E-35,84,Cysteine protease ATG4D OS=Homo sapiens GN=ATG4D PE=1 SV=1
gene3670,zrsr2,sp|Q15696|U2AFM_HUMAN,42.99,214,37,4,2113,2751,147,276,3.00E-33,135,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 OS=Homo sapiens GN=ZRSR2 PE=1 SV=2
gene3671,tm6sf1,sp|Q9BZW5|TM6S1_HUMAN,65.85,41,14,0,3199,3321,267,307,9.00E-20,64.7,Transmembrane 6 superfamily member 1 OS=Homo sapiens GN=TM6SF1 PE=1 SV=2
gene3672,LOC106914650,sp|Q9H0C5|BTBD1_HUMAN,92.54,67,5,0,3589,3789,286,352,6.00E-46,136,BTB/POZ domain-containing protein 1 OS=Homo sapiens GN=BTBD1 PE=1 SV=1
gene3673,fam103a1,sp|Q9BTL3|RAM_HUMAN,48.84,43,22,0,1228,1356,1,43,3.00E-08,52,RNMT-activating mini protein OS=Homo sapiens GN=FAM103A1 PE=1 SV=1
gene3674,homer2,sp|Q9NSB8|HOME2_HUMAN,87.27,55,7,0,11972,12136,3,57,7.00E-25,110,Homer protein homolog 2 OS=Homo sapiens GN=HOMER2 PE=1 SV=1
gene3675,rbm43,sp|Q6ZSC3|RBM43_HUMAN,39.58,96,49,6,1262,1543,15,103,9.00E-05,46.2,RNA-binding protein 43 OS=Homo sapiens GN=RBM43 PE=2 SV=1
gene3676,LOC106914654,sp|Q15032|R3HD1_HUMAN,82.22,45,8,0,32965,33099,189,233,8.00E-16,87,R3H domain-containing protein 1 OS=Homo sapiens GN=R3HDM1 PE=1 SV=3
gene3678,zranb3,sp|Q5FWF4|ZRAB3_HUMAN,70,80,24,0,14919,15158,120,199,4.00E-27,125,DNA annealing helicase and endonuclease ZRANB3 OS=Homo sapiens GN=ZRANB3 PE=1 SV=2
gene3679,LOC106914658,sp|O60583|CCNT2_HUMAN,86.44,59,8,0,4400,4576,176,234,1.00E-26,118,Cyclin-T2 OS=Homo sapiens GN=CCNT2 PE=1 SV=2
gene368,LOC106914609,sp|P51532|SMCA4_HUMAN,100,77,0,0,12861,13091,1182,1258,6.00E-67,161,Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2
gene3680,LOC106914660,sp|Q8TC26|TM163_HUMAN,66.1,59,20,0,13246,13422,212,270,6.00E-17,84.7,Transmembrane protein 163 OS=Homo sapiens GN=TMEM163 PE=2 SV=1
gene3681,LOC106914659,sp|Q09328|MGT5A_HUMAN,90.38,52,5,0,50498,50653,623,674,6.00E-45,107,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens GN=MGAT5 PE=2 SV=1"
gene3682,LOC106914661,sp|Q9Y696|CLIC4_HUMAN,72.73,55,15,0,5578,5742,199,253,1.00E-35,92.4,Chloride intracellular channel protein 4 OS=Homo sapiens GN=CLIC4 PE=1 SV=4
gene3683,enpp4,sp|Q9Y6X5|ENPP4_HUMAN,39.88,173,69,3,2020,2529,78,218,1.00E-48,134,Bis(5'-adenosyl)-triphosphatase ENPP4 OS=Homo sapiens GN=ENPP4 PE=1 SV=3
gene3684,LOC106914665,sp|Q5GH73|XKR6_HUMAN,82.11,123,22,0,3858,4226,338,460,5.00E-62,226,XK-related protein 6 OS=Homo sapiens GN=XKR6 PE=2 SV=1
gene3685,gckr,sp|Q14397|GCKR_HUMAN,26.72,262,89,6,8430,9215,412,570,2.00E-21,82.4,Glucokinase regulatory protein OS=Homo sapiens GN=GCKR PE=1 SV=6
gene3686,LOC106914663,sp|Q8IWN7|RP1L1_HUMAN,37.26,212,73,6,2467,3054,72,239,1.00E-28,127,Retinitis pigmentosa 1-like 1 protein OS=Homo sapiens GN=RP1L1 PE=1 SV=4
gene3688,LOC106914670,sp|Q05925|HME1_HUMAN,92.41,79,6,0,102081,102317,308,386,5.00E-38,152,Homeobox protein engrailed-1 OS=Homo sapiens GN=EN1 PE=3 SV=3
gene3689,en1,sp|Q05925|HME1_HUMAN,92.41,79,6,0,5887,6123,308,386,2.00E-39,152,Homeobox protein engrailed-1 OS=Homo sapiens GN=EN1 PE=3 SV=3
gene369,LOC106914624,sp|P01130|LDLR_HUMAN,43.78,217,65,2,6997,7647,456,615,4.00E-73,182,Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR PE=1 SV=1
gene3691,c1ql2,sp|Q7Z5L3|C1QL2_HUMAN,80.72,83,16,0,673,921,151,233,2.00E-41,153,Complement C1q-like protein 2 OS=Homo sapiens GN=C1QL2 PE=2 SV=2
gene3692,steap3,sp|Q8NFT2|STEA2_HUMAN,55.62,178,79,0,2273,2806,164,341,6.00E-85,193,Metalloreductase STEAP2 OS=Homo sapiens GN=STEAP2 PE=1 SV=3
gene3693,LOC106914675,sp|Q8N6N7|ACBD7_HUMAN,55,40,18,0,304,423,3,42,2.00E-08,52.4,Acyl-CoA-binding domain-containing protein 7 OS=Homo sapiens GN=ACBD7 PE=1 SV=1
gene3694,LOC106914674,sp|P47872|SCTR_HUMAN,29.65,172,55,2,5578,6093,212,317,1.00E-24,75.5,Secretin receptor OS=Homo sapiens GN=SCTR PE=2 SV=2
gene3695,cfap221,sp|Q4G0U5|PCDP1_HUMAN,50,54,27,0,3596,3757,210,263,3.00E-09,63.9,Cilia- and flagella-associated protein 221 OS=Homo sapiens GN=CFAP221 PE=1 SV=2
gene3696,LOC106914676,sp|Q99928|GBRG3_HUMAN,68.37,98,28,1,3589,3873,370,467,4.00E-26,114,Gamma-aminobutyric acid receptor subunit gamma-3 OS=Homo sapiens GN=GABRG3 PE=2 SV=2
gene3698,ccnb3,sp|Q8WWL7|CCNB3_HUMAN,45.83,120,33,1,2960,3319,1183,1270,9.00E-28,97.4,G2/mitotic-specific cyclin-B3 OS=Homo sapiens GN=CCNB3 PE=1 SV=2
gene37,LOC106914277,sp|Q13253|NOGG_HUMAN,54.42,215,83,5,33958,34563,14,226,1.00E-61,213,Noggin OS=Homo sapiens GN=NOG PE=1 SV=1
gene370,ap1m2,sp|Q9Y6Q5|AP1M2_HUMAN,63.78,127,15,1,4000,4380,297,392,2.00E-42,161,AP-1 complex subunit mu-2 OS=Homo sapiens GN=AP1M2 PE=1 SV=4
gene3700,LOC106914680,sp|P50591|TNF10_HUMAN,49.12,57,29,0,68278,68448,222,278,2.00E-14,72,Tumor necrosis factor ligand superfamily member 10 OS=Homo sapiens GN=TNFSF10 PE=1 SV=1
gene3701,clcn5,sp|P51795|CLCN5_HUMAN,84.27,89,14,0,22364,22630,264,352,2.00E-61,119,H(+)/Cl(-) exchange transporter 5 OS=Homo sapiens GN=CLCN5 PE=1 SV=1
gene3702,shroom4,sp|Q9ULL8|SHRM4_HUMAN,28.69,812,389,31,84316,86583,118,795,2.00E-20,103,Protein Shroom4 OS=Homo sapiens GN=SHROOM4 PE=1 SV=3
gene3703,bmp15,sp|O95972|BMP15_HUMAN,32.31,260,126,7,2461,3234,181,392,3.00E-31,127,Bone morphogenetic protein 15 OS=Homo sapiens GN=BMP15 PE=1 SV=2
gene3704,LOC106914685,sp|Q969E1|LEAP2_HUMAN,52.94,34,16,0,712,813,33,66,1.00E-04,41.2,Liver-expressed antimicrobial peptide 2 OS=Homo sapiens GN=LEAP2 PE=1 SV=1
gene3705,LOC106914686,sp|P46020|KPB1_HUMAN,76.71,73,17,0,21708,21926,1099,1171,7.00E-47,119,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens GN=PHKA1 PE=1 SV=2"
gene3706,hdac8,sp|Q9BY41|HDAC8_HUMAN,60.38,53,21,0,10535,10693,235,287,1.00E-14,80.9,Histone deacetylase 8 OS=Homo sapiens GN=HDAC8 PE=1 SV=2
gene3707,cited1,sp|Q99966|CITE1_HUMAN,50.39,129,46,2,6020,6406,83,193,1.00E-25,106,Cbp/p300-interacting transactivator 1 OS=Homo sapiens GN=CITED1 PE=1 SV=2
gene3708,rps4x,sp|P62701|RS4X_HUMAN,89.83,59,6,0,3608,3784,120,178,4.00E-51,115,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2"
gene3709,nhsl2,sp|P19474|RO52_HUMAN,30.72,472,259,17,35118,36452,32,462,2.00E-43,170,E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens GN=TRIM21 PE=1 SV=1
gene371,cdkn2d,sp|P55273|CDN2D_HUMAN,51.67,120,58,0,2395,2754,43,162,7.00E-34,127,Cyclin-dependent kinase 4 inhibitor D OS=Homo sapiens GN=CDKN2D PE=1 SV=1
gene3710,LOC106914693,sp|P19474|RO52_HUMAN,30.72,472,259,17,724,2058,32,462,1.00E-45,170,E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens GN=TRIM21 PE=1 SV=1
gene3711,pex2,sp|P28328|PEX2_HUMAN,48.68,302,136,3,7719,8615,14,299,7.00E-83,275,Peroxisome biogenesis factor 2 OS=Homo sapiens GN=PEX2 PE=1 SV=2
gene3712,zfhx4,sp|Q86UP3|ZFHX4_HUMAN,67.39,1058,300,18,111655,114732,2036,3080,1.00E-99,1217,Zinc finger homeobox protein 4 OS=Homo sapiens GN=ZFHX4 PE=1 SV=1
gene3714,LOC106914697,sp|P15291|B4GT1_HUMAN,66.67,222,74,0,2090,2755,177,398,8.00E-103,330,"Beta-1,4-galactosyltransferase 1 OS=Homo sapiens GN=B4GALT1 PE=1 SV=5"
gene3715,amer2,sp|Q8N7J2|AMER2_HUMAN,33.09,275,143,9,1502,2323,414,648,5.00E-16,83.6,APC membrane recruitment protein 2 OS=Homo sapiens GN=AMER2 PE=1 SV=3
gene3716,mtmr6,sp|Q9Y217|MTMR6_HUMAN,89.8,49,5,0,8081,8227,242,290,2.00E-47,94,Myotubularin-related protein 6 OS=Homo sapiens GN=MTMR6 PE=1 SV=3
gene3717,nup58,sp|Q9BVL2|NUPL1_HUMAN,56.14,114,16,1,3785,4126,238,317,8.00E-27,119,Nucleoporin p58/p45 OS=Homo sapiens GN=NUPL1 PE=1 SV=1
gene3718,ropn1l,sp|Q96C74|ROP1L_HUMAN,77.27,44,10,0,503,634,1,44,2.00E-15,77,Ropporin-1-like protein OS=Homo sapiens GN=ROPN1L PE=1 SV=2
gene3719,LOC106914702,sp|A6NCL7|AN33B_HUMAN,60,60,24,0,13176,13355,154,213,5.00E-17,88.2,Ankyrin repeat domain-containing protein 33B OS=Homo sapiens GN=ANKRD33B PE=3 SV=1
gene372,LOC106914655,sp|Q8TDW0|LRC8C_HUMAN,57.03,761,312,5,2209,4464,46,800,1.00E-99,832,Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens GN=LRRC8C PE=1 SV=2
gene3720,dap,sp|P51397|DAP1_HUMAN,62.5,40,13,1,9333,9452,65,102,4.00E-04,42.4,Death-associated protein 1 OS=Homo sapiens GN=DAP PE=1 SV=3
gene3725,pacsin1,sp|Q9BY11|PACN1_HUMAN,80.7,57,11,0,27947,28117,21,77,2.00E-22,105,Protein kinase C and casein kinase substrate in neurons protein 1 OS=Homo sapiens GN=PACSIN1 PE=1 SV=1
gene3726,LOC106914709,sp|Q9H6K1|CF106_HUMAN,84.85,66,10,0,2599,2796,105,170,6.00E-30,122,Uncharacterized protein C6orf106 OS=Homo sapiens GN=C6orf106 PE=1 SV=2
gene3727,uhrf1bp1,sp|Q6BDS2|URFB1_HUMAN,76.92,65,15,0,4519,4713,113,177,4.00E-35,113,UHRF1-binding protein 1 OS=Homo sapiens GN=UHRF1BP1 PE=1 SV=1
gene3728,taf11,sp|A6NLC8|YE016_HUMAN,43.56,101,29,1,2446,2748,84,156,3.00E-29,77.4,Putative TAF11-like protein ENSP00000332601 OS=Homo sapiens PE=3 SV=2
gene3729,anks1a,sp|Q92625|ANS1A_HUMAN,81.31,107,20,0,30766,31086,145,251,2.00E-46,187,Ankyrin repeat and SAM domain-containing protein 1A OS=Homo sapiens GN=ANKS1A PE=1 SV=4
gene373,keap1,sp|Q14145|KEAP1_HUMAN,70.55,275,59,5,7576,8391,187,442,6.00E-119,392,Kelch-like ECH-associated protein 1 OS=Homo sapiens GN=KEAP1 PE=1 SV=2
gene3730,LOC106914716,sp|Q9BW04|SARG_HUMAN,37.84,111,56,3,8782,9084,475,582,3.00E-07,57,Specifically androgen-regulated gene protein OS=Homo sapiens GN=SARG PE=1 SV=2
gene3731,LOC106914714,sp|Q9BW04|SARG_HUMAN,37.84,111,56,3,6392,6694,475,582,1.00E-07,57,Specifically androgen-regulated gene protein OS=Homo sapiens GN=SARG PE=1 SV=2
gene3732,scube3,sp|Q8IX30|SCUB3_HUMAN,61.76,238,33,2,100214,100927,738,917,4.00E-81,295,"Signal peptide, CUB and EGF-like domain-containing protein 3 OS=Homo sapiens GN=SCUBE3 PE=1 SV=1"
